"ID_Ventas","fecha","temporada","sexo","retailer","region","estado","ciudad","metodo de venta","producto","precio por unidad","unidades vendidas","ventas totales","ganancia","margen operativo"
"FC-000001352","2021-11-10 00:00:00","Otoño","male","Walmart","West","Hawaii","Honolulu","Outlet","Indumentaria","85","375","318750","47812.5","0.15"
"FC-000001353","2021-11-10 00:00:00","Otoño","non-binary","Walmart","West","Hawaii","Honolulu","Outlet","Indumentaria","90","500","450000","180000","0.4"
"FC-000001354","2021-12-09 00:00:00","Otoño","non-binary","Walmart","West","Hawaii","Honolulu","Outlet","Calzado Urbano","75","700","525000","131250","0.25"
"FC-000001355","2021-12-09 00:00:00","Otoño","male","Walmart","West","Hawaii","Honolulu","Outlet","Calzado Deportivo","85","700","595000","119000","0.2"
"FC-000001356","2021-12-09 00:00:00","Otoño","non-binary","Sports Direct","West","Hawaii","Honolulu","Outlet","Calzado Urbano","80","500","400000","100000","0.25"
"FC-000001357","2021-12-09 00:00:00","Otoño","female","Sports Direct","West","Hawaii","Honolulu","Outlet","Calzado Deportivo","80","500","400000","100000","0.25"
"FC-000001358","2021-12-09 00:00:00","Otoño","non-binary","Sports Direct","West","Hawaii","Honolulu","Outlet","Indumentaria","90","425","382500","57375","0.15"
"FC-000001359","2021-12-09 00:00:00","Otoño","non-binary","Sports Direct","West","Hawaii","Honolulu","Outlet","Indumentaria","95","525","498750","199500","0.4"
"FC-000001360","2021-01-17 00:00:00","Invierno","non-binary","Sports Direct","West","Hawaii","Honolulu","Outlet","Calzado Urbano","40","425","170000","51000","0.3"
"FC-000001361","2021-01-17 00:00:00","Invierno","non-binary","Sports Direct","West","Hawaii","Honolulu","Outlet","Calzado Deportivo","50","425","212500","53125","0.25"
"FC-000001362","2021-01-17 00:00:00","Invierno","female","Sports Direct","West","Hawaii","Honolulu","Outlet","Calzado Urbano","50","425","212500","63750","0.3"
"FC-000001363","2021-01-17 00:00:00","Invierno","female","Sports Direct","West","Hawaii","Honolulu","Outlet","Calzado Deportivo","50","275","137500","41250","0.3"
"FC-000001364","2021-01-17 00:00:00","Invierno","non-binary","Sports Direct","West","Hawaii","Honolulu","Outlet","Indumentaria","55","225","123750","24750","0.2"
"FC-000001365","2021-01-17 00:00:00","Invierno","male","Sports Direct","West","Hawaii","Honolulu","Outlet","Indumentaria","50","475","237500","106875","0.45"
"FC-000001366","2021-02-17 00:00:00","Invierno","non-binary","Sports Direct","West","Hawaii","Honolulu","Outlet","Calzado Urbano","40","525","210000","63000","0.3"
"FC-000001367","2021-02-17 00:00:00","Invierno","female","Sports Direct","West","Hawaii","Honolulu","Outlet","Calzado Deportivo","50","425","212500","53125","0.25"
"FC-000001368","2021-02-17 00:00:00","Invierno","non-binary","Sports Direct","West","Hawaii","Honolulu","Outlet","Calzado Urbano","50","425","212500","63750","0.3"
"FC-000001369","2021-02-17 00:00:00","Invierno","female","Sports Direct","Southeast","Florida","Orlando","Outlet","Calzado Deportivo","50","275","137500","41250","0.3"
"FC-000001370","2021-02-17 00:00:00","Invierno","male","Sports Direct","Southeast","Florida","Orlando","Outlet","Indumentaria","55","200","110000","22000","0.2"
"FC-000001371","2021-02-17 00:00:00","Invierno","male","Sports Direct","Southeast","Florida","Orlando","Outlet","Indumentaria","50","400","200000","90000","0.45"
"FC-000001372","2021-03-16 00:00:00","Invierno","non-binary","Sports Direct","Southeast","Florida","Orlando","Outlet","Calzado Urbano","50","550","275000","82500","0.3"
"FC-000001373","2021-03-16 00:00:00","Invierno","female","Sports Direct","Southeast","Florida","Orlando","Outlet","Calzado Deportivo","60","400","240000","60000","0.25"
"FC-000001374","2021-03-16 00:00:00","Invierno","male","Sports Direct","Southeast","Florida","Orlando","Outlet","Calzado Urbano","65","425","276250","82875","0.3"
"FC-000001375","2021-03-16 00:00:00","Invierno","male","Sports Direct","Southeast","Florida","Orlando","Outlet","Calzado Deportivo","60","325","195000","58500","0.3"
"FC-000001376","2021-03-16 00:00:00","Invierno","male","Sports Direct","Southeast","Florida","Orlando","Outlet","Indumentaria","65","175","113750","22750","0.2"
"FC-000001377","2021-03-16 00:00:00","Invierno","non-binary","Sports Direct","Southeast","Florida","Orlando","Outlet","Indumentaria","60","375","225000","101250","0.45"
"FC-000001378","2021-04-17 00:00:00","Primavera","female","Walmart","Southeast","Florida","Orlando","Outlet","Calzado Urbano","65","550","357500","107250","0.3"
"FC-000001379","2021-04-17 00:00:00","Primavera","non-binary","Walmart","Southeast","Florida","Orlando","Outlet","Calzado Deportivo","70","350","245000","61250","0.25"
"FC-000001380","2021-04-17 00:00:00","Primavera","female","Walmart","Southeast","Florida","Orlando","Outlet","Calzado Urbano","70","400","280000","84000","0.3"
"FC-000001381","2021-04-17 00:00:00","Primavera","non-binary","Walmart","Southeast","Florida","Orlando","Outlet","Calzado Deportivo","55","300","165000","49500","0.3"
"FC-000001382","2021-04-17 00:00:00","Primavera","female","Walmart","Southeast","Florida","Orlando","Outlet","Indumentaria","60","200","120000","24000","0.2"
"FC-000001383","2021-04-17 00:00:00","Primavera","female","Walmart","Southeast","Florida","Orlando","Outlet","Indumentaria","75","375","281250","126562.5","0.45"
"FC-000001384","2021-05-18 00:00:00","Primavera","non-binary","Walmart","Southeast","Florida","Orlando","Outlet","Calzado Urbano","60","575","345000","103500","0.3"
"FC-000001385","2021-05-18 00:00:00","Primavera","female","Walmart","Southeast","Florida","Orlando","Outlet","Calzado Deportivo","65","425","276250","69062.5","0.25"
"FC-000001386","2021-05-18 00:00:00","Primavera","male","Walmart","Southeast","Florida","Orlando","Outlet","Calzado Urbano","65","425","276250","82875","0.3"
"FC-000001387","2021-05-18 00:00:00","Primavera","female","Walmart","Southeast","Florida","Orlando","Outlet","Calzado Deportivo","60","325","195000","58500","0.3"
"FC-000001388","2021-05-18 00:00:00","Primavera","male","Walmart","Southeast","Florida","Orlando","Outlet","Indumentaria","55","225","123750","24750","0.2"
"FC-000001389","2021-05-18 00:00:00","Primavera","male","Walmart","Southeast","Florida","Orlando","Outlet","Indumentaria","70","575","402500","181125","0.45"
"FC-000001390","2021-06-17 00:00:00","Primavera","male","Walmart","Southeast","Florida","Orlando","Outlet","Calzado Urbano","65","825","536250","160875","0.3"
"FC-000001391","2021-06-17 00:00:00","Primavera","non-binary","Walmart","Southeast","Florida","Orlando","In-store","Calzado Deportivo","70","700","490000","122500","0.25"
"FC-000001392","2021-06-17 00:00:00","Primavera","female","Walmart","Southeast","Florida","Orlando","In-store","Calzado Urbano","85","700","595000","178500","0.3"
"FC-000001393","2021-06-17 00:00:00","Primavera","male","Walmart","Southeast","Florida","Orlando","In-store","Calzado Deportivo","85","575","488750","146625","0.3"
"FC-000001394","2021-06-17 00:00:00","Primavera","male","Walmart","Southeast","Florida","Orlando","In-store","Indumentaria","95","450","427500","85500","0.2"
"FC-000001395","2021-06-17 00:00:00","Primavera","female","Walmart","Southeast","Florida","Orlando","In-store","Indumentaria","110","750","825000","371250","0.45"
"FC-000001396","2021-07-16 00:00:00","Verano","female","Walmart","Southeast","Florida","Orlando","In-store","Calzado Urbano","90","900","810000","243000","0.3"
"FC-000001397","2021-07-16 00:00:00","Verano","female","Walmart","Southeast","Florida","Orlando","In-store","Calzado Deportivo","95","750","712500","178125","0.25"
"FC-000001398","2021-07-16 00:00:00","Verano","male","Walmart","Southeast","Florida","Orlando","In-store","Calzado Urbano","95","700","665000","199500","0.3"
"FC-000001399","2021-07-16 00:00:00","Verano","non-binary","Walmart","Southeast","Florida","Orlando","In-store","Calzado Deportivo","90","600","540000","162000","0.3"
"FC-000001400","2021-07-16 00:00:00","Verano","male","Walmart","Southeast","Florida","Orlando","In-store","Indumentaria","95","650","617500","123500","0.2"
"FC-000001401","2021-07-16 00:00:00","Verano","female","Walmart","Southeast","Florida","Orlando","In-store","Indumentaria","110","650","715000","321750","0.45"
"FC-000001402","2021-08-17 00:00:00","Verano","non-binary","Walmart","Southeast","Florida","Orlando","In-store","Calzado Urbano","95","850","807500","242250","0.3"
"FC-000001403","2021-08-17 00:00:00","Verano","non-binary","Walmart","Southeast","Florida","Orlando","In-store","Calzado Deportivo","85","825","701250","175312.5","0.25"
"FC-000001404","2021-08-17 00:00:00","Verano","male","Walmart","Southeast","Florida","Orlando","In-store","Calzado Urbano","80","700","560000","168000","0.3"
"FC-000001405","2021-08-17 00:00:00","Verano","male","Walmart","Southeast","Florida","Orlando","In-store","Calzado Deportivo","80","475","380000","114000","0.3"
"FC-000001406","2021-08-17 00:00:00","Verano","female","Walmart","Southeast","Florida","Orlando","In-store","Indumentaria","80","475","380000","76000","0.2"
"FC-000001407","2021-08-17 00:00:00","Verano","female","Walmart","Southeast","Florida","Orlando","In-store","Indumentaria","85","300","255000","114750","0.45"
"FC-000001408","2021-09-18 00:00:00","Verano","female","Walmart","Southeast","Florida","Orlando","In-store","Calzado Urbano","60","500","300000","90000","0.3"
"FC-000001409","2021-09-18 00:00:00","Verano","female","Walmart","Southeast","Florida","Orlando","In-store","Calzado Deportivo","65","500","325000","81250","0.25"
"FC-000001410","2021-09-18 00:00:00","Verano","male","Walmart","Southeast","Florida","Orlando","In-store","Calzado Urbano","60","300","180000","54000","0.3"
"FC-000001411","2021-09-18 00:00:00","Verano","male","Walmart","Southeast","Florida","Orlando","In-store","Calzado Deportivo","60","250","150000","45000","0.3"
"FC-000001412","2021-09-18 00:00:00","Verano","non-binary","Walmart","Southeast","Florida","Orlando","In-store","Indumentaria","70","275","192500","38500","0.2"
"FC-000001413","2021-09-18 00:00:00","Verano","non-binary","Walmart","Southeast","Florida","Orlando","In-store","Indumentaria","55","300","165000","74250","0.45"
"FC-000001414","2021-10-17 00:00:00","Otoño","male","Walmart","Southeast","Florida","Orlando","In-store","Calzado Urbano","50","400","200000","60000","0.3"
"FC-000001415","2021-10-17 00:00:00","Otoño","non-binary","Walmart","Southeast","Florida","Orlando","In-store","Calzado Deportivo","65","575","373750","93437.5","0.25"
"FC-000001416","2021-10-17 00:00:00","Otoño","male","Walmart","Southeast","Florida","Orlando","In-store","Calzado Urbano","60","400","240000","72000","0.3"
"FC-000001417","2021-10-17 00:00:00","Otoño","female","Walmart","Southeast","Florida","Orlando","In-store","Calzado Deportivo","55","375","206250","61875","0.3"
"FC-000001418","2021-10-17 00:00:00","Otoño","female","Walmart","Southeast","Florida","Orlando","In-store","Indumentaria","65","350","227500","45500","0.2"
"FC-000001419","2021-10-17 00:00:00","Otoño","female","Walmart","Southeast","Florida","Orlando","In-store","Indumentaria","70","400","280000","126000","0.45"
"FC-000001420","2021-11-17 00:00:00","Otoño","male","Walmart","Southeast","Florida","Orlando","In-store","Calzado Urbano","55","625","343750","103125","0.3"
"FC-000001421","2021-11-17 00:00:00","Otoño","female","Walmart","Southeast","Florida","Orlando","In-store","Calzado Deportivo","60","700","420000","105000","0.25"
"FC-000001422","2021-11-17 00:00:00","Otoño","female","Walmart","Southeast","Florida","Orlando","In-store","Calzado Urbano","55","525","288750","86625","0.3"
"FC-000001423","2021-11-17 00:00:00","Otoño","non-binary","Walmart","Southeast","Florida","Orlando","In-store","Calzado Deportivo","65","500","325000","97500","0.3"
"FC-000001424","2021-11-17 00:00:00","Otoño","male","Walmart","Southeast","Florida","Orlando","In-store","Indumentaria","85","475","403750","80750","0.2"
"FC-000001425","2021-11-17 00:00:00","Otoño","non-binary","Walmart","Southeast","Florida","Orlando","In-store","Indumentaria","90","600","540000","243000","0.45"
"FC-000001426","2021-12-16 00:00:00","Otoño","female","Walmart","Southeast","Florida","Orlando","In-store","Calzado Urbano","75","800","600000","180000","0.3"
"FC-000001427","2021-12-16 00:00:00","Otoño","male","Walmart","Southeast","Florida","Orlando","In-store","Calzado Deportivo","85","800","680000","170000","0.25"
"FC-000001428","2021-12-16 00:00:00","Otoño","non-binary","West Gear","Southeast","Florida","Orlando","In-store","Calzado Urbano","80","600","480000","144000","0.3"
"FC-000001429","2021-12-16 00:00:00","Otoño","non-binary","West Gear","Southeast","Florida","Orlando","In-store","Calzado Deportivo","80","600","480000","144000","0.3"
"FC-000001430","2021-12-16 00:00:00","Otoño","female","West Gear","Southeast","Florida","Orlando","In-store","Indumentaria","90","525","472500","94500","0.2"
"FC-000001431","2021-12-16 00:00:00","Otoño","female","West Gear","Southeast","Florida","Orlando","In-store","Indumentaria","95","625","593750","267187.5","0.45"
"FC-000001432","2021-01-12 00:00:00","Invierno","non-binary","West Gear","Southeast","Florida","Orlando","In-store","Calzado Urbano","45","850","382500","172125","0.45"
"FC-000001433","2021-01-12 00:00:00","Invierno","non-binary","West Gear","Southeast","Florida","Orlando","In-store","Calzado Deportivo","45","650","292500","102375","0.35"
"FC-000001434","2021-01-12 00:00:00","Invierno","female","West Gear","Southeast","Florida","Orlando","In-store","Calzado Urbano","35","650","227500","56875","0.25"
"FC-000001435","2021-01-12 00:00:00","Invierno","female","West Gear","Southeast","Florida","Orlando","In-store","Calzado Deportivo","40","500","200000","60000","0.3"
"FC-000001436","2021-01-12 00:00:00","Invierno","male","West Gear","Southeast","Florida","Orlando","In-store","Indumentaria","55","550","302500","105875","0.35"
"FC-000001437","2021-01-12 00:00:00","Invierno","non-binary","West Gear","Southeast","Florida","Orlando","In-store","Indumentaria","45","650","292500","146250","0.5"
"FC-000001438","2021-02-10 00:00:00","Invierno","non-binary","West Gear","Southeast","Florida","Orlando","In-store","Calzado Urbano","45","900","405000","182250","0.45"
"FC-000001439","2021-02-10 00:00:00","Invierno","non-binary","West Gear","Southeast","Florida","Orlando","In-store","Calzado Deportivo","45","550","247500","86625","0.35"
"FC-000001440","2021-02-10 00:00:00","Invierno","non-binary","West Gear","Southeast","Florida","Orlando","In-store","Calzado Urbano","35","600","210000","52500","0.25"
"FC-000001441","2021-02-10 00:00:00","Invierno","female","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","40","475","190000","57000","0.3"
"FC-000001442","2021-02-10 00:00:00","Invierno","male","West Gear","Northeast","New York","Albany","In-store","Indumentaria","55","550","302500","105875","0.35"
"FC-000001443","2021-02-10 00:00:00","Invierno","male","West Gear","Northeast","New York","Albany","In-store","Indumentaria","45","650","292500","146250","0.5"
"FC-000001444","2021-03-08 00:00:00","Invierno","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","45","870","391500","176175","0.45"
"FC-000001445","2021-03-08 00:00:00","Invierno","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","45","550","247500","86625","0.35"
"FC-000001446","2021-03-08 00:00:00","Invierno","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","35","575","201250","50312.5","0.25"
"FC-000001447","2021-03-08 00:00:00","Invierno","female","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","40","425","170000","51000","0.3"
"FC-000001448","2021-03-08 00:00:00","Invierno","non-binary","West Gear","Northeast","New York","Albany","In-store","Indumentaria","55","475","261250","91437.5","0.35"
"FC-000001449","2021-03-08 00:00:00","Invierno","male","West Gear","Northeast","New York","Albany","In-store","Indumentaria","45","575","258750","129375","0.5"
"FC-000001450","2021-04-09 00:00:00","Primavera","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","45","825","371250","167062.5","0.45"
"FC-000001451","2021-04-09 00:00:00","Primavera","female","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","45","525","236250","82687.5","0.35"
"FC-000001452","2021-04-09 00:00:00","Primavera","female","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","35","525","183750","45937.5","0.25"
"FC-000001453","2021-04-09 00:00:00","Primavera","male","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","40","450","180000","54000","0.3"
"FC-000001454","2021-04-09 00:00:00","Primavera","female","West Gear","Northeast","New York","Albany","In-store","Indumentaria","55","475","261250","91437.5","0.35"
"FC-000001455","2021-04-09 00:00:00","Primavera","non-binary","West Gear","Northeast","New York","Albany","In-store","Indumentaria","45","600","270000","135000","0.5"
"FC-000001456","2021-05-08 00:00:00","Primavera","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","55","870","478500","215325","0.45"
"FC-000001457","2021-05-08 00:00:00","Primavera","female","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","55","575","316250","110687.5","0.35"
"FC-000001458","2021-05-08 00:00:00","Primavera","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","50","550","275000","68750","0.25"
"FC-000001459","2021-05-08 00:00:00","Primavera","male","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","50","500","250000","75000","0.3"
"FC-000001460","2021-05-08 00:00:00","Primavera","female","West Gear","Northeast","New York","Albany","In-store","Indumentaria","60","525","315000","110250","0.35"
"FC-000001461","2021-05-08 00:00:00","Primavera","female","West Gear","Northeast","New York","Albany","In-store","Indumentaria","65","625","406250","203125","0.5"
"FC-000001462","2021-06-10 00:00:00","Primavera","female","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","60","875","525000","236250","0.45"
"FC-000001463","2021-06-10 00:00:00","Primavera","male","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","55","625","343750","120312.5","0.35"
"FC-000001464","2021-06-10 00:00:00","Primavera","female","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","50","600","300000","75000","0.25"
"FC-000001465","2021-06-10 00:00:00","Primavera","female","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","50","575","287500","86250","0.3"
"FC-000001466","2021-06-10 00:00:00","Primavera","non-binary","West Gear","Northeast","New York","Albany","In-store","Indumentaria","65","575","373750","130812.5","0.35"
"FC-000001467","2021-06-10 00:00:00","Primavera","male","West Gear","Northeast","New York","Albany","In-store","Indumentaria","70","725","507500","253750","0.5"
"FC-000001468","2021-07-08 00:00:00","Verano","female","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","65","950","617500","277875","0.45"
"FC-000001469","2021-07-08 00:00:00","Verano","female","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","60","700","420000","147000","0.35"
"FC-000001470","2021-07-08 00:00:00","Verano","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","55","625","343750","85937.5","0.25"
"FC-000001471","2021-07-08 00:00:00","Verano","male","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","55","575","316250","94875","0.3"
"FC-000001472","2021-07-08 00:00:00","Verano","male","West Gear","Northeast","New York","Albany","In-store","Indumentaria","65","600","390000","136500","0.35"
"FC-000001473","2021-07-08 00:00:00","Verano","female","West Gear","Northeast","New York","Albany","In-store","Indumentaria","70","775","542500","271250","0.5"
"FC-000001474","2021-08-09 00:00:00","Verano","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","65","925","601250","270562.5","0.45"
"FC-000001475","2021-08-09 00:00:00","Verano","female","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","60","700","420000","147000","0.35"
"FC-000001476","2021-08-09 00:00:00","Verano","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","55","625","343750","85937.5","0.25"
"FC-000001477","2021-08-09 00:00:00","Verano","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","45","575","258750","77625","0.3"
"FC-000001478","2021-08-09 00:00:00","Verano","male","West Gear","Northeast","New York","Albany","In-store","Indumentaria","55","550","302500","105875","0.35"
"FC-000001479","2021-08-09 00:00:00","Verano","male","West Gear","Northeast","New York","Albany","In-store","Indumentaria","60","725","435000","217500","0.5"
"FC-000001480","2021-09-08 00:00:00","Verano","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","55","850","467500","210375","0.45"
"FC-000001481","2021-09-08 00:00:00","Verano","male","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","50","650","325000","113750","0.35"
"FC-000001482","2021-09-08 00:00:00","Verano","male","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","45","550","247500","61875","0.25"
"FC-000001483","2021-09-08 00:00:00","Verano","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","45","525","236250","70875","0.3"
"FC-000001484","2021-09-08 00:00:00","Verano","non-binary","West Gear","Northeast","New York","Albany","In-store","Indumentaria","55","525","288750","101062.5","0.35"
"FC-000001485","2021-09-08 00:00:00","Verano","male","West Gear","Northeast","New York","Albany","In-store","Indumentaria","60","625","375000","187500","0.5"
"FC-000001486","2021-10-10 00:00:00","Otoño","female","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","60","800","480000","216000","0.45"
"FC-000001487","2021-10-10 00:00:00","Otoño","female","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","50","625","312500","109375","0.35"
"FC-000001488","2021-10-10 00:00:00","Otoño","female","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","50","525","262500","65625","0.25"
"FC-000001489","2021-10-10 00:00:00","Otoño","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","50","500","250000","75000","0.3"
"FC-000001490","2021-10-10 00:00:00","Otoño","female","West Gear","Northeast","New York","Albany","In-store","Indumentaria","60","500","300000","105000","0.35"
"FC-000001491","2021-10-10 00:00:00","Otoño","female","West Gear","Northeast","New York","Albany","In-store","Indumentaria","65","625","406250","203125","0.5"
"FC-000001492","2021-11-09 00:00:00","Otoño","male","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","60","775","465000","209250","0.45"
"FC-000001493","2021-11-09 00:00:00","Otoño","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","50","600","300000","105000","0.35"
"FC-000001494","2021-11-09 00:00:00","Otoño","male","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","50","545","272500","68125","0.25"
"FC-000001495","2021-11-09 00:00:00","Otoño","female","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","50","575","287500","86250","0.3"
"FC-000001496","2021-11-09 00:00:00","Otoño","male","West Gear","Northeast","New York","Albany","In-store","Indumentaria","65","550","357500","125125","0.35"
"FC-000001497","2021-11-09 00:00:00","Otoño","male","West Gear","Northeast","New York","Albany","In-store","Indumentaria","70","650","455000","227500","0.5"
"FC-000001498","2021-12-08 00:00:00","Otoño","female","West Gear","Northeast","New York","Albany","In-store","Calzado Urbano","65","875","568750","255937.5","0.45"
"FC-000001499","2021-12-08 00:00:00","Otoño","non-binary","West Gear","Northeast","New York","Albany","In-store","Calzado Deportivo","55","675","371250","129937.5","0.35"
"FC-000001500","2021-12-08 00:00:00","Otoño","male","Kohl's","Northeast","New York","Albany","In-store","Calzado Urbano","55","625","343750","85937.5","0.25"
"FC-000001501","2021-12-08 00:00:00","Otoño","non-binary","Kohl's","Northeast","New York","Albany","In-store","Calzado Deportivo","55","575","316250","94875","0.3"
"FC-000001502","2021-12-08 00:00:00","Otoño","male","Kohl's","Northeast","New York","Albany","In-store","Indumentaria","65","575","373750","130812.5","0.35"
"FC-000001503","2021-12-08 00:00:00","Otoño","male","Kohl's","Northeast","New York","Albany","In-store","Indumentaria","70","675","472500","236250","0.5"
"FC-000001504","2021-01-14 00:00:00","Invierno","female","Kohl's","Northeast","New York","Albany","In-store","Calzado Urbano","40","800","320000","160000","0.5"
"FC-000001505","2021-01-14 00:00:00","Invierno","male","Kohl's","Northeast","New York","Albany","In-store","Calzado Deportivo","40","600","240000","72000","0.3"
"FC-000001506","2021-01-14 00:00:00","Invierno","female","Kohl's","Northeast","New York","Albany","In-store","Calzado Urbano","30","600","180000","63000","0.35"
"FC-000001507","2021-01-14 00:00:00","Invierno","male","Kohl's","Northeast","New York","Albany","In-store","Calzado Deportivo","35","450","157500","55125","0.35"
"FC-000001508","2021-01-14 00:00:00","Invierno","male","Kohl's","Northeast","New York","Albany","In-store","Indumentaria","50","500","250000","75000","0.3"
"FC-000001509","2021-01-14 00:00:00","Invierno","non-binary","Kohl's","Northeast","New York","Albany","In-store","Indumentaria","40","600","240000","60000","0.25"
"FC-000001510","2021-02-12 00:00:00","Invierno","female","Kohl's","Northeast","New York","Albany","In-store","Calzado Urbano","40","850","340000","170000","0.5"
"FC-000001511","2021-02-12 00:00:00","Invierno","female","Kohl's","Northeast","New York","Albany","In-store","Calzado Deportivo","40","500","200000","60000","0.3"
"FC-000001512","2021-02-12 00:00:00","Invierno","non-binary","Kohl's","Northeast","New York","Albany","In-store","Calzado Urbano","30","550","165000","57750","0.35"
"FC-000001513","2021-02-12 00:00:00","Invierno","non-binary","Kohl's","West","Wyoming","Cheyenne","In-store","Calzado Deportivo","35","425","148750","52062.5","0.35"
"FC-000001514","2021-02-12 00:00:00","Invierno","non-binary","Kohl's","West","Wyoming","Cheyenne","In-store","Indumentaria","50","500","250000","75000","0.3"
"FC-000001515","2021-02-12 00:00:00","Invierno","female","Kohl's","West","Wyoming","Cheyenne","In-store","Indumentaria","40","600","240000","60000","0.25"
"FC-000001516","2021-03-10 00:00:00","Invierno","male","Kohl's","West","Wyoming","Cheyenne","In-store","Calzado Urbano","40","820","328000","164000","0.5"
"FC-000001517","2021-03-10 00:00:00","Invierno","female","Kohl's","West","Wyoming","Cheyenne","In-store","Calzado Deportivo","40","525","210000","63000","0.3"
"FC-000001518","2021-03-10 00:00:00","Invierno","non-binary","Kohl's","West","Wyoming","Cheyenne","In-store","Calzado Urbano","30","550","165000","57750","0.35"
"FC-000001519","2021-03-10 00:00:00","Invierno","male","Kohl's","West","Wyoming","Cheyenne","In-store","Calzado Deportivo","35","400","140000","49000","0.35"
"FC-000001520","2021-03-10 00:00:00","Invierno","male","Kohl's","West","Wyoming","Cheyenne","In-store","Indumentaria","50","450","225000","67500","0.3"
"FC-000001521","2021-03-10 00:00:00","Invierno","non-binary","Kohl's","West","Wyoming","Cheyenne","In-store","Indumentaria","40","550","220000","55000","0.25"
"FC-000001522","2021-04-11 00:00:00","Primavera","non-binary","Kohl's","West","Wyoming","Cheyenne","In-store","Calzado Urbano","40","800","320000","160000","0.5"
"FC-000001523","2021-04-11 00:00:00","Primavera","female","Kohl's","West","Wyoming","Cheyenne","In-store","Calzado Deportivo","40","500","200000","60000","0.3"
"FC-000001524","2021-04-11 00:00:00","Primavera","non-binary","Kohl's","West","Wyoming","Cheyenne","In-store","Calzado Urbano","30","500","150000","52500","0.35"
"FC-000001525","2021-04-11 00:00:00","Primavera","female","Kohl's","West","Wyoming","Cheyenne","In-store","Calzado Deportivo","35","425","148750","52062.5","0.35"
"FC-000001526","2021-04-11 00:00:00","Primavera","male","Kohl's","West","Wyoming","Cheyenne","In-store","Indumentaria","50","425","212500","63750","0.3"
"FC-000001527","2021-04-11 00:00:00","Primavera","male","Kohl's","West","Wyoming","Cheyenne","In-store","Indumentaria","40","550","220000","55000","0.25"
"FC-000001528","2021-05-10 00:00:00","Primavera","non-binary","Kohl's","West","Wyoming","Cheyenne","In-store","Calzado Urbano","50","820","410000","205000","0.5"
"FC-000001529","2021-05-10 00:00:00","Primavera","female","Kohl's","West","Wyoming","Cheyenne","In-store","Calzado Deportivo","45","525","236250","70875","0.3"
"FC-000001530","2021-05-10 00:00:00","Primavera","male","Kohl's","West","Wyoming","Cheyenne","In-store","Calzado Urbano","40","500","200000","70000","0.35"
"FC-000001531","2021-05-10 00:00:00","Primavera","non-binary","Kohl's","West","Wyoming","Cheyenne","In-store","Calzado Deportivo","40","450","180000","63000","0.35"
"FC-000001532","2021-05-10 00:00:00","Primavera","non-binary","Kohl's","West","Wyoming","Cheyenne","In-store","Indumentaria","50","475","237500","71250","0.3"
"FC-000001533","2021-05-10 00:00:00","Primavera","male","Kohl's","West","Wyoming","Cheyenne","In-store","Indumentaria","55","600","330000","82500","0.25"
"FC-000001534","2021-06-12 00:00:00","Primavera","male","Kohl's","West","Wyoming","Cheyenne","In-store","Calzado Urbano","50","850","425000","212500","0.5"
