id_ventas,fecha,id_cliente,id_retailer,id_region,id_estado,id_ciudad,id_metodo,id_producto,precio por unidad,unidades vendidas,ventas totales,ganancia,margen operativo
FC-000002068,2021-11-05,2168,Sports Direct,West,Idaho,Boise,Online,Calzado Urbano,35.0,675,23625.0,9449.999999999998,0.3999999999999999
FC-000002069,2021-11-05,2169,Sports Direct,West,Idaho,Boise,Online,Calzado Deportivo,35.0,675,23625.0,9449.999999999998,0.3999999999999999
FC-000002070,2021-11-05,2170,Sports Direct,West,Idaho,Boise,Online,Calzado Urbano,60.0,600,36000.0,14399.999999999996,0.3999999999999999
FC-000002071,2021-11-05,2171,Sports Direct,West,Idaho,Boise,Online,Calzado Deportivo,60.0,450,27000.0,13500.0,0.5
FC-000002072,2021-11-05,2172,Sports Direct,West,Idaho,Boise,Online,Indumentaria,54.99999999999999,425,23374.999999999996,8181.249999999998,0.35
FC-000002073,2021-11-05,2173,Sports Direct,West,Idaho,Boise,Online,Indumentaria,65.0,625,40625.0,22343.75,0.55
FC-000002074,2021-12-04,2174,Foot Locker,West,Idaho,Boise,Online,Calzado Urbano,54.99999999999999,775,42624.99999999999,17049.999999999993,0.3999999999999999
FC-000002075,2021-12-04,2175,Foot Locker,West,Idaho,Boise,Online,Calzado Deportivo,54.99999999999999,775,42624.99999999999,17049.999999999993,0.3999999999999999
FC-000002076,2021-12-04,2176,Foot Locker,West,Idaho,Boise,Online,Calzado Urbano,60.0,675,40500.0,16199.999999999996,0.3999999999999999
FC-000002077,2021-12-04,2177,Foot Locker,West,Idaho,Boise,Online,Calzado Deportivo,60.0,525,31500.0,15750.0,0.5
FC-000002078,2021-12-04,2178,Foot Locker,West,Idaho,Boise,Online,Indumentaria,54.99999999999999,475,26124.999999999996,9143.749999999998,0.35
FC-000002079,2021-12-04,2179,Foot Locker,West,Idaho,Boise,Online,Indumentaria,65.0,725,47125.0,25918.750000000004,0.55
FC-000002080,2021-01-23,2180,Foot Locker,West,Idaho,Boise,Online,Calzado Urbano,29.999999999999996,425,12749.999999999998,4462.499999999999,0.35
FC-000002081,2021-01-23,2181,Foot Locker,West,Idaho,Boise,Online,Calzado Deportivo,40.0,425,17000.0,6800.0,0.4
FC-000002082,2021-01-23,2182,Foot Locker,West,Idaho,Boise,Online,Calzado Urbano,40.0,425,17000.0,5950.0,0.35
FC-000002083,2021-01-23,2183,Foot Locker,West,Idaho,Boise,Online,Calzado Deportivo,40.0,275,11000.0,3849.9999999999995,0.35
FC-000002084,2021-01-23,2184,Foot Locker,West,Idaho,Boise,Online,Indumentaria,45.00000000000001,225,10125.000000000002,3037.5000000000005,0.3
FC-000002085,2021-01-23,2185,Foot Locker,West,Idaho,Boise,Online,Indumentaria,40.0,425,17000.0,4250.0,0.25
FC-000002086,2021-02-23,2186,Foot Locker,West,Idaho,Boise,Online,Calzado Urbano,29.999999999999996,475,14249.999999999998,4987.499999999999,0.35
FC-000002087,2021-02-23,2187,Foot Locker,West,Idaho,Boise,Online,Calzado Deportivo,40.0,375,15000.0,6000.0,0.4
FC-000002088,2021-02-23,2188,Foot Locker,West,Idaho,Boise,Online,Calzado Urbano,40.0,375,15000.0,5250.0,0.35
FC-000002089,2021-02-23,2189,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,40.0,225,9000.0,3150.0,0.35
FC-000002090,2021-02-23,2190,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,45.00000000000001,150,6750.000000000001,2025.0000000000002,0.3
FC-000002091,2021-02-23,2191,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,40.0,350,14000.0,3500.0,0.25
FC-000002092,2021-03-22,2192,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,40.0,500,20000.0,7000.0,0.35
FC-000002093,2021-03-22,2193,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,50.0,350,17500.0,7000.0,0.4
FC-000002094,2021-03-22,2194,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,50.0,350,17500.0,6125.0,0.35
FC-000002095,2021-03-22,2195,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,50.0,225,11250.0,3937.4999999999995,0.35
FC-000002096,2021-03-22,2196,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,55.00000000000001,125,6875.000000000001,2062.5,0.3
FC-000002097,2021-03-22,2197,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,50.0,325,16250.0,4062.5,0.25
FC-000002098,2021-04-23,2198,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,50.0,500,25000.0,8750.0,0.35
FC-000002099,2021-04-23,2199,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,55.00000000000001,300,16500.000000000004,6600.000000000002,0.4
FC-000002100,2021-04-23,2200,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,55.00000000000001,350,19250.000000000004,6737.500000000001,0.35
FC-000002101,2021-04-23,2201,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,50.0,250,12500.0,4375.0,0.35
FC-000002102,2021-04-23,2202,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,55.00000000000001,150,8250.000000000002,2475.0000000000005,0.3
FC-000002103,2021-04-23,2203,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,70.0,325,22750.0,5687.5,0.25
FC-000002104,2021-05-24,2204,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,50.0,525,26250.0,9187.5,0.35
FC-000002105,2021-05-24,2205,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,55.00000000000001,375,20625.000000000004,8250.000000000002,0.4
FC-000002106,2021-05-24,2206,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,55.00000000000001,400,22000.000000000004,7700.000000000001,0.35
FC-000002107,2021-05-24,2207,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,50.0,300,15000.0,5250.0,0.35
FC-000002108,2021-05-24,2208,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,55.00000000000001,200,11000.000000000002,3300.0000000000005,0.3
FC-000002109,2021-05-24,2209,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,70.0,375,26250.0,6562.5,0.25
FC-000002110,2021-06-23,2210,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,50.0,625,31250.0,10937.5,0.35
FC-000002111,2021-06-23,2211,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,55.00000000000001,475,26125.000000000004,10450.000000000002,0.4
FC-000002112,2021-06-23,2212,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,55.00000000000001,475,26125.000000000004,9143.75,0.35
FC-000002113,2021-06-23,2213,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,50.0,350,17500.0,6125.0,0.35
FC-000002114,2021-06-23,2214,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,55.00000000000001,225,12375.000000000002,3712.5000000000005,0.3
FC-000002115,2021-06-23,2215,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,70.0,525,36750.0,9187.5,0.25
FC-000002116,2021-07-22,2216,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,50.0,675,33750.0,11812.5,0.35
FC-000002117,2021-07-22,2217,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,55.00000000000001,525,28875.000000000004,11550.000000000002,0.4
FC-000002118,2021-07-22,2218,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,55.00000000000001,475,26125.000000000004,9143.75,0.35
FC-000002119,2021-07-22,2219,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,50.0,375,18750.0,6562.5,0.35
FC-000002120,2021-07-22,2220,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,55.00000000000001,425,23375.000000000004,7012.500000000001,0.3
FC-000002121,2021-07-22,2221,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,70.0,425,29750.0,7437.5,0.25
FC-000002122,2021-08-23,2222,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,55.00000000000001,625,34375.00000000001,12031.250000000002,0.35
FC-000002123,2021-08-23,2223,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,60.00000000000001,575,34500.00000000001,13800.000000000004,0.4
FC-000002124,2021-08-23,2224,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,55.00000000000001,450,24750.000000000004,8662.5,0.35
FC-000002125,2021-08-23,2225,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,55.00000000000001,400,22000.000000000004,7700.000000000001,0.35
FC-000002126,2021-08-23,2226,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,65.0,400,26000.0,7800.0,0.3
FC-000002127,2021-08-23,2227,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,70.0,375,26250.0,6562.5,0.25
FC-000002128,2021-09-24,2228,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,45.00000000000001,575,25875.000000000004,9056.25,0.35
FC-000002129,2021-09-24,2229,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,50.000000000000014,575,28750.000000000007,11500.000000000004,0.4
FC-000002130,2021-09-24,2230,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,45.00000000000001,425,19125.000000000004,6693.750000000001,0.35
FC-000002131,2021-09-24,2231,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,45.00000000000001,375,16875.000000000004,5906.250000000001,0.35
FC-000002132,2021-09-24,2232,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,55.00000000000001,375,20625.000000000004,6187.500000000001,0.3
FC-000002133,2021-09-24,2233,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,60.00000000000001,425,25500.000000000004,6375.000000000001,0.25
FC-000002134,2021-10-23,2234,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,45.00000000000001,500,22500.000000000004,7875.000000000001,0.35
FC-000002135,2021-10-23,2235,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,50.000000000000014,500,25000.000000000007,10000.000000000004,0.4
FC-000002136,2021-10-23,2236,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,45.00000000000001,325,14625.000000000002,5118.75,0.35
FC-000002137,2021-10-23,2237,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,45.00000000000001,300,13500.000000000002,4725.0,0.35
FC-000002138,2021-10-23,2238,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,55.00000000000001,275,15125.000000000002,4537.5,0.3
FC-000002139,2021-10-23,2239,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,60.00000000000001,325,19500.000000000004,4875.000000000001,0.25
FC-000002140,2021-11-23,2240,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,45.00000000000001,500,22500.000000000004,7875.000000000001,0.35
FC-000002141,2021-11-23,2241,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,50.000000000000014,525,26250.000000000007,10500.000000000004,0.4
FC-000002142,2021-11-23,2242,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,45.00000000000001,375,16875.000000000004,5906.250000000001,0.35
FC-000002143,2021-11-23,2243,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,45.00000000000001,350,15750.000000000002,5512.5,0.35
FC-000002144,2021-11-23,2244,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,55.00000000000001,300,16500.000000000004,4950.000000000001,0.3
FC-000002145,2021-11-23,2245,Foot Locker,West,Arizona,Phoenix,Online,Indumentaria,60.00000000000001,425,25500.000000000004,6375.000000000001,0.25
FC-000002146,2021-12-22,2246,Foot Locker,West,Arizona,Phoenix,Online,Calzado Urbano,45.00000000000001,625,28125.000000000004,9843.75,0.35
FC-000002147,2021-12-22,2247,Foot Locker,West,Arizona,Phoenix,Online,Calzado Deportivo,50.000000000000014,625,31250.000000000007,12500.000000000004,0.4
FC-000002148,2021-12-22,2248,Kohl's,West,Arizona,Phoenix,Online,Calzado Urbano,45.00000000000001,425,19125.000000000004,6693.750000000001,0.35
FC-000002149,2021-12-22,2249,Kohl's,West,Arizona,Phoenix,Online,Calzado Deportivo,45.00000000000001,425,19125.000000000004,6693.750000000001,0.35
FC-000002150,2021-12-22,2250,Kohl's,West,Arizona,Phoenix,Online,Indumentaria,55.00000000000001,350,19250.000000000004,5775.000000000001,0.3
FC-000002151,2021-12-22,2251,Kohl's,West,Arizona,Phoenix,Online,Indumentaria,60.00000000000001,450,27000.000000000004,6750.000000000001,0.25
FC-000002152,2021-01-26,2252,Kohl's,West,Arizona,Phoenix,Online,Calzado Urbano,34.99999999999999,475,16624.999999999996,5818.749999999998,0.35
FC-000002153,2021-01-26,2253,Kohl's,West,Arizona,Phoenix,Online,Calzado Deportivo,45.0,475,21375.0,8550.0,0.4
FC-000002154,2021-01-26,2254,Kohl's,West,Arizona,Phoenix,Online,Calzado Urbano,45.0,475,21375.0,7481.249999999999,0.35
FC-000002155,2021-01-26,2255,Kohl's,West,Arizona,Phoenix,Online,Calzado Deportivo,45.0,325,14625.0,5118.75,0.35
FC-000002156,2021-01-26,2256,Kohl's,West,Arizona,Phoenix,Online,Indumentaria,50.000000000000014,275,13750.000000000004,4125.000000000001,0.3
FC-000002157,2021-01-26,2257,Kohl's,West,Arizona,Phoenix,Online,Indumentaria,45.0,475,21375.0,5343.75,0.25
FC-000002158,2021-02-26,2258,Kohl's,West,Arizona,Phoenix,Online,Calzado Urbano,34.99999999999999,525,18374.999999999996,6431.249999999998,0.35
FC-000002159,2021-02-26,2259,Kohl's,West,Arizona,Phoenix,Online,Calzado Deportivo,45.0,425,19125.0,7650.0,0.4
FC-000002160,2021-02-26,2260,Kohl's,West,Arizona,Phoenix,Online,Calzado Urbano,45.0,425,19125.0,6693.75,0.35
FC-000002161,2021-02-26,2261,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,45.0,275,12375.0,4331.25,0.35
FC-000002162,2021-02-26,2262,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,50.000000000000014,200,10000.000000000004,3000.000000000001,0.3
FC-000002163,2021-02-26,2263,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,45.0,400,18000.0,4500.0,0.25
FC-000002164,2021-03-25,2264,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,45.0,550,24750.0,8662.5,0.35
FC-000002165,2021-03-25,2265,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,55.00000000000001,400,22000.000000000004,8800.000000000002,0.4
FC-000002166,2021-03-25,2266,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,55.00000000000001,400,22000.000000000004,7700.000000000001,0.35
FC-000002167,2021-03-25,2267,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,55.00000000000001,275,15125.000000000002,5293.75,0.35
FC-000002168,2021-03-25,2268,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,60.00000000000001,175,10500.000000000002,3150.0000000000005,0.3
FC-000002169,2021-03-25,2269,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,55.00000000000001,375,20625.000000000004,5156.250000000001,0.25
FC-000002170,2021-04-26,2270,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,55.00000000000001,550,30250.000000000004,10587.5,0.35
FC-000002171,2021-04-26,2271,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,60.00000000000001,350,21000.000000000004,8400.000000000002,0.4
FC-000002172,2021-04-26,2272,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,60.00000000000001,400,24000.000000000004,8400.0,0.35
FC-000002173,2021-04-26,2273,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,55.00000000000001,300,16500.000000000004,5775.000000000001,0.35
FC-000002174,2021-04-26,2274,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,60.00000000000001,200,12000.000000000002,3600.0000000000005,0.3
FC-000002175,2021-04-26,2275,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,75.00000000000001,375,28125.000000000004,7031.250000000001,0.25
FC-000002176,2021-05-27,2276,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,55.00000000000001,575,31625.000000000004,11068.75,0.35
FC-000002177,2021-05-27,2277,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,60.00000000000001,425,25500.000000000004,10200.000000000002,0.4
FC-000002178,2021-05-27,2278,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,60.00000000000001,450,27000.000000000004,9450.0,0.35
FC-000002179,2021-05-27,2279,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,55.00000000000001,350,19250.000000000004,6737.500000000001,0.35
FC-000002180,2021-05-27,2280,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,60.00000000000001,250,15000.000000000002,4500.0,0.3
FC-000002181,2021-05-27,2281,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,75.00000000000001,425,31875.000000000007,7968.750000000002,0.25
FC-000002182,2021-06-26,2282,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,55.00000000000001,700,38500.00000000001,13475.000000000002,0.35
FC-000002183,2021-06-26,2283,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,60.00000000000001,550,33000.00000000001,13200.000000000004,0.4
FC-000002184,2021-06-26,2284,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,60.00000000000001,550,33000.00000000001,11550.000000000002,0.35
FC-000002185,2021-06-26,2285,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,55.00000000000001,425,23375.000000000004,8181.250000000001,0.35
FC-000002186,2021-06-26,2286,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,60.00000000000001,300,18000.000000000004,5400.000000000001,0.3
FC-000002187,2021-06-26,2287,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,75.00000000000001,600,45000.00000000001,11250.000000000002,0.25
FC-000002188,2021-07-25,2288,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,55.00000000000001,750,41250.00000000001,14437.500000000002,0.35
FC-000002189,2021-07-25,2289,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,60.00000000000001,600,36000.00000000001,14400.000000000004,0.4
FC-000002190,2021-07-25,2290,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,60.00000000000001,550,33000.00000000001,11550.000000000002,0.35
FC-000002191,2021-07-25,2291,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,55.00000000000001,450,24750.000000000004,8662.5,0.35
FC-000002192,2021-07-25,2292,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,60.00000000000001,500,30000.000000000004,9000.0,0.3
FC-000002193,2021-07-25,2293,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,75.00000000000001,500,37500.00000000001,9375.000000000002,0.25
FC-000002194,2021-08-26,2294,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,60.00000000000001,700,42000.00000000001,14700.000000000002,0.35
FC-000002195,2021-08-26,2295,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,65.00000000000001,650,42250.00000000001,16900.000000000004,0.4
FC-000002196,2021-08-26,2296,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,60.00000000000001,525,31500.000000000004,11025.0,0.35
FC-000002197,2021-08-26,2297,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,60.00000000000001,475,28500.000000000004,9975.0,0.35
FC-000002198,2021-08-26,2298,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,70.0,475,33250.0,9975.0,0.3
FC-000002199,2021-08-26,2299,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,75.00000000000001,450,33750.00000000001,8437.500000000002,0.25
FC-000002200,2021-09-27,2300,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,50.000000000000014,625,31250.000000000007,10937.500000000002,0.35
FC-000002201,2021-09-27,2301,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,55.000000000000014,625,34375.00000000001,13750.000000000004,0.4
FC-000002202,2021-09-27,2302,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,50.000000000000014,475,23750.000000000007,8312.500000000002,0.35
FC-000002203,2021-09-27,2303,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,50.000000000000014,425,21250.000000000007,7437.500000000002,0.35
FC-000002204,2021-09-27,2304,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,60.00000000000001,425,25500.000000000004,7650.000000000001,0.3
FC-000002205,2021-09-27,2305,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,65.00000000000001,475,30875.000000000007,7718.750000000002,0.25
FC-000002206,2021-10-26,2306,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,50.000000000000014,550,27500.000000000007,9625.000000000002,0.35
FC-000002207,2021-10-26,2307,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,55.000000000000014,550,30250.000000000007,12100.000000000004,0.4
FC-000002208,2021-10-26,2308,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,50.000000000000014,375,18750.000000000004,6562.500000000001,0.35
FC-000002209,2021-10-26,2309,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,50.000000000000014,350,17500.000000000004,6125.000000000001,0.35
FC-000002210,2021-10-26,2310,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,60.00000000000001,325,19500.000000000004,5850.000000000001,0.3
FC-000002211,2021-10-26,2311,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,75.00000000000001,375,28125.000000000004,7031.250000000001,0.25
FC-000002212,2021-11-26,2312,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,60.00000000000001,550,33000.00000000001,11550.000000000002,0.35
FC-000002213,2021-11-26,2313,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,65.00000000000001,600,39000.00000000001,15600.000000000004,0.4
FC-000002214,2021-11-26,2314,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,60.00000000000001,450,27000.000000000004,9450.0,0.35
FC-000002215,2021-11-26,2315,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,60.00000000000001,425,25500.000000000004,8925.0,0.35
FC-000002216,2021-11-26,2316,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,70.0,375,26250.0,7875.0,0.3
FC-000002217,2021-11-26,2317,Kohl's,West,New Mexico,Albuquerque,Online,Indumentaria,75.00000000000001,500,37500.00000000001,9375.000000000002,0.25
FC-000002218,2021-12-25,2318,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Urbano,60.00000000000001,700,42000.00000000001,14700.000000000002,0.35
FC-000002219,2021-12-25,2319,Kohl's,West,New Mexico,Albuquerque,Online,Calzado Deportivo,65.00000000000001,700,45500.00000000001,18200.000000000004,0.4
FC-000002220,2021-12-25,2320,Sports Direct,West,New Mexico,Albuquerque,Online,Calzado Urbano,60.00000000000001,500,30000.000000000004,10500.0,0.35
FC-000002221,2021-12-25,2321,Sports Direct,West,New Mexico,Albuquerque,Online,Calzado Deportivo,60.00000000000001,500,30000.000000000004,10500.0,0.35
FC-000002222,2021-12-25,2322,Sports Direct,West,New Mexico,Albuquerque,Online,Indumentaria,70.0,425,29750.0,8925.0,0.3
FC-000002223,2021-12-25,2323,Sports Direct,West,New Mexico,Albuquerque,Online,Indumentaria,75.00000000000001,525,39375.00000000001,9843.750000000002,0.25
FC-000002224,2021-01-13,2324,Sports Direct,West,New Mexico,Albuquerque,Online,Calzado Urbano,29.999999999999996,450,13499.999999999998,5400.0,0.4
FC-000002225,2021-01-13,2325,Sports Direct,West,New Mexico,Albuquerque,Online,Calzado Deportivo,40.0,450,18000.0,7200.0,0.4
FC-000002226,2021-01-13,2326,Sports Direct,West,New Mexico,Albuquerque,Online,Calzado Urbano,40.0,450,18000.0,6300.0,0.35
FC-000002227,2021-01-13,2327,Sports Direct,West,New Mexico,Albuquerque,Online,Calzado Deportivo,40.0,300,12000.0,4800.0,0.4
FC-000002228,2021-01-13,2328,Sports Direct,West,New Mexico,Albuquerque,Online,Indumentaria,45.000000000000014,250,11250.000000000004,3937.500000000001,0.35
FC-000002229,2021-01-13,2329,Sports Direct,West,New Mexico,Albuquerque,Online,Indumentaria,40.0,450,18000.0,4500.0,0.25
FC-000002230,2021-02-13,2330,Sports Direct,West,New Mexico,Albuquerque,Online,Calzado Urbano,29.999999999999996,500,14999.999999999998,6000.0,0.4
FC-000002231,2021-02-13,2331,Sports Direct,West,New Mexico,Albuquerque,Online,Calzado Deportivo,40.0,400,16000.0,6400.0,0.4
FC-000002232,2021-02-13,2332,Sports Direct,West,New Mexico,Albuquerque,Online,Calzado Urbano,40.0,400,16000.0,5600.0,0.35
FC-000002233,2021-02-13,2333,Sports Direct,Southeast,Georgia,Atlanta,Online,Calzado Deportivo,40.0,250,10000.0,4000.0,0.4
FC-000002234,2021-02-13,2334,Sports Direct,Southeast,Georgia,Atlanta,Online,Indumentaria,45.000000000000014,175,7875.000000000003,2756.250000000001,0.35
FC-000002235,2021-02-13,2335,Sports Direct,Southeast,Georgia,Atlanta,Online,Indumentaria,40.0,375,15000.0,3750.0,0.25
FC-000002236,2021-03-12,2336,Sports Direct,Southeast,Georgia,Atlanta,Online,Calzado Urbano,40.0,525,21000.0,8400.0,0.4
FC-000002237,2021-03-12,2337,Sports Direct,Southeast,Georgia,Atlanta,Online,Calzado Deportivo,50.0,375,18750.0,7500.0,0.4
FC-000002238,2021-03-12,2338,Sports Direct,Southeast,Georgia,Atlanta,Online,Calzado Urbano,50.0,375,18750.0,6562.5,0.35
FC-000002239,2021-03-12,2339,Sports Direct,Southeast,Georgia,Atlanta,Online,Calzado Deportivo,50.0,250,12500.0,5000.0,0.4
FC-000002240,2021-03-12,2340,Sports Direct,Southeast,Georgia,Atlanta,Online,Indumentaria,55.00000000000001,150,8250.000000000002,2887.5000000000005,0.35
FC-000002241,2021-03-12,2341,Sports Direct,Southeast,Georgia,Atlanta,Online,Indumentaria,50.0,350,17500.0,4375.0,0.25
FC-000002242,2021-04-13,2342,Sports Direct,Southeast,Georgia,Atlanta,Online,Calzado Urbano,50.0,525,26250.0,10500.0,0.4
FC-000002243,2021-04-13,2343,Sports Direct,Southeast,Georgia,Atlanta,Online,Calzado Deportivo,55.00000000000001,325,17875.000000000004,7150.000000000002,0.4
FC-000002244,2021-04-13,2344,Sports Direct,Southeast,Georgia,Atlanta,Online,Calzado Urbano,55.00000000000001,375,20625.000000000004,7218.750000000001,0.35
FC-000002245,2021-04-13,2345,Sports Direct,Southeast,Georgia,Atlanta,Online,Calzado Deportivo,50.0,275,13750.0,5500.0,0.4
FC-000002246,2021-04-13,2346,Sports Direct,Southeast,Georgia,Atlanta,Online,Indumentaria,55.00000000000001,175,9625.000000000002,3368.7500000000005,0.35
FC-000002247,2021-04-13,2347,Sports Direct,Southeast,Georgia,Atlanta,Online,Indumentaria,70.0,350,24500.0,6125.0,0.25
FC-000002248,2021-05-14,2348,Sports Direct,Southeast,Georgia,Atlanta,Online,Calzado Urbano,50.0,550,27500.0,11000.0,0.4
FC-000002249,2021-05-14,2349,Sports Direct,Southeast,Georgia,Atlanta,Online,Calzado Deportivo,55.00000000000001,400,22000.000000000004,8800.000000000002,0.4
FC-000002250,2021-05-14,2350,Sports Direct,Southeast,Georgia,Atlanta,Online,Calzado Urbano,55.00000000000001,425,23375.000000000004,8181.250000000001,0.35
FC-000002251,2021-05-14,2351,Sports Direct,Southeast,Georgia,Atlanta,Online,Calzado Deportivo,50.0,325,16250.0,6500.0,0.4
