ID_Ventas,fecha,temporada,sexo,retailer,region,estado,ciudad,metodo de venta,producto,precio por unidad,unidades vendidas,ventas totales,ganancia,margen operativo
FC-000000355,2021-08-09,Verano,male,Foot Locker,Midwest,Illinois,Chicago,Outlet,Indumentaria,60.0,200,12000.0,4200.0,0.35
FC-000000356,2021-08-10,Verano,female,Foot Locker,Midwest,Illinois,Chicago,Outlet,Indumentaria,64.99999999999999,300,19500.0,9749.999999999998,0.5
FC-000000357,2021-08-11,Verano,male,Sports Direct,Midwest,Illinois,Chicago,Outlet,Calzado Urbano,20.0,725,14500.0,4350.0,0.3
FC-000000358,2021-08-12,Verano,female,Sports Direct,Midwest,Illinois,Chicago,Outlet,Calzado Deportivo,30.0,725,21750.0,6525.0,0.3
FC-000000359,2021-08-13,Verano,non-binary,Sports Direct,Midwest,Illinois,Chicago,Outlet,Calzado Urbano,30.0,525,15750.0,4725.0,0.3
FC-000000360,2021-08-14,Verano,male,Sports Direct,Midwest,Illinois,Chicago,Outlet,Calzado Deportivo,35.0,525,18375.0,7350.0,0.4
FC-000000361,2021-08-15,Verano,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,40.0,375,15000.0,3750.0,0.25
FC-000000362,2021-08-16,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,35.0,525,18375.0,8268.75,0.45
FC-000000363,2021-08-17,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,25.0,675,16875.0,5062.5,0.3
FC-000000364,2021-08-18,Verano,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,35.0,650,22750.0,6825.0,0.3
FC-000000365,2021-08-19,Verano,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,35.0,475,16625.0,4987.5,0.3
FC-000000366,2021-08-20,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,35.0,425,14875.0,5950.0,0.4
FC-000000367,2021-08-21,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,40.0,300,12000.0,3000.0,0.25
FC-000000368,2021-08-22,Verano,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,35.0,500,17500.0,7875.0,0.45
FC-000000369,2021-08-23,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,30.0,675,20250.0,7087.5,0.35
FC-000000370,2021-08-24,Verano,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,40.0,675,27000.0,9450.0,0.35
FC-000000371,2021-08-25,Verano,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,30.0,500,15000.0,5250.0,0.35
FC-000000372,2021-08-26,Verano,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,35.0,400,14000.0,6300.0,0.45
FC-000000373,2021-08-27,Verano,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,40.0,300,12000.0,3600.0,0.3
FC-000000374,2021-08-28,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,35.0,450,15750.0,7875.0,0.5
FC-000000375,2021-08-29,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,20.0,700,14000.0,4900.0,0.35
FC-000000376,2021-08-30,Verano,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,30.0,700,21000.0,7350.0,0.35
FC-000000377,2021-08-31,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,25.0,525,13125.0,4593.749999999999,0.35
FC-000000378,2021-09-01,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,30.0,425,12750.0,5737.500000000001,0.45
FC-000000379,2021-09-02,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,35.0,325,11375.0,3412.5,0.3
FC-000000380,2021-09-03,Verano,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,30.0,600,18000.0,9000.000000000002,0.5
FC-000000381,2021-09-04,Verano,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,20.0,750,15000.0,5250.0,0.35
FC-000000382,2021-09-05,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,30.0,775,23250.0,8137.5,0.35
FC-000000383,2021-09-06,Verano,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,25.0,625,15625.0,5468.749999999999,0.35
FC-000000384,2021-09-07,Verano,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,35.0,550,19250.0,8662.5,0.45
FC-000000385,2021-09-08,Verano,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,50.0,450,22500.0,6750.0,0.3
FC-000000386,2021-09-09,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,45.0,800,36000.0,18000.0,0.5
FC-000000387,2021-09-10,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,45.0,800,36000.0,12600.0,0.35
FC-000000388,2021-09-11,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,50.0,800,40000.0,14000.0,0.35
FC-000000389,2021-09-12,Verano,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,45.0,650,29250.0,10237.5,0.35
FC-000000390,2021-09-13,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,45.0,600,27000.0,12150.0,0.45
FC-000000391,2021-09-14,Verano,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,50.0,500,25000.0,7500.0,0.3
FC-000000392,2021-09-15,Verano,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,55.00000000000001,875,48125.000000000015,24062.5,0.5
FC-000000393,2021-09-16,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,45.0,825,37125.0,14850.0,0.4
FC-000000394,2021-09-17,Verano,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,50.0,825,41250.0,16500.0,0.4
FC-000000395,2021-09-18,Verano,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,45.0,975,43875.0,17550.0,0.4
FC-000000396,2021-09-19,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,45.0,575,25875.0,12937.5,0.5
FC-000000397,2021-09-20,Verano,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,50.0,575,28750.0,10062.5,0.35
FC-000000398,2021-09-21,Otoño,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,60.0,850,51000.0,28050.0,0.55
FC-000000399,2021-09-22,Otoño,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,50.0,800,40000.0,16000.0,0.4
FC-000000400,2021-09-23,Otoño,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,55.00000000000001,800,44000.000000000015,17600.0,0.4
FC-000000401,2021-09-24,Otoño,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,50.0,975,48750.0,19500.0,0.4
FC-000000402,2021-09-25,Otoño,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,50.0,525,26250.0,13125.0,0.5
FC-000000403,2021-09-26,Otoño,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,55.00000000000001,525,28875.00000000001,10106.25,0.35
FC-000000404,2021-09-27,Otoño,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,60.0,775,46500.0,25575.0,0.55
FC-000000405,2021-09-28,Otoño,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,55.00000000000001,725,39875.000000000015,15950.0,0.4
FC-000000406,2021-09-29,Otoño,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,55.00000000000001,675,37125.000000000015,14850.0,0.4
FC-000000407,2021-09-30,Otoño,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,60.0,725,43500.0,17400.0,0.4
FC-000000408,2021-10-01,Otoño,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,60.0,450,27000.0,13500.0,0.5
FC-000000409,2021-10-02,Otoño,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,55.00000000000001,450,24750.0,8662.5,0.35
FC-000000410,2021-10-03,Otoño,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,50.0,675,33750.0,18562.5,0.55
FC-000000411,2021-10-04,Otoño,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,40.0,625,25000.0,9999.999999999998,0.4
FC-000000412,2021-10-05,Otoño,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,40.0,625,25000.0,9999.999999999998,0.4
FC-000000413,2021-10-06,Otoño,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,45.0,575,25875.0,10350.0,0.4
FC-000000414,2021-10-07,Otoño,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,45.0,425,19125.0,9562.5,0.5
FC-000000415,2021-10-08,Otoño,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,40.0,400,16000.0,5600.0,0.35
FC-000000416,2021-10-09,Otoño,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,50.0,575,28750.0,15812.5,0.55
FC-000000417,2021-10-10,Otoño,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,40.0,725,29000.0,11600.0,0.4
FC-000000418,2021-10-11,Otoño,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,40.0,725,29000.0,11600.0,0.4
FC-000000419,2021-10-12,Otoño,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,65.0,650,42250.0,16900.0,0.4
FC-000000420,2021-10-13,Otoño,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,65.0,500,32500.0,16250.0,0.5
FC-000000421,2021-10-14,Otoño,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,60.0,475,28500.0,9975.0,0.35
FC-000000422,2021-10-15,Otoño,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,70.0,675,47250.0,25987.5,0.55
FC-000000423,2021-10-16,Otoño,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,60.0,825,49500.0,19800.0,0.4
FC-000000424,2021-10-17,Otoño,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,60.0,825,49500.0,19800.0,0.4
FC-000000425,2021-10-18,Otoño,female,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Urbano,65.0,725,47125.0,18850.0,0.4
FC-000000426,2021-10-19,Otoño,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,65.0,575,37375.0,18687.5,0.5
FC-000000427,2021-10-20,Otoño,male,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,60.0,525,31500.0,11025.0,0.35
FC-000000428,2021-10-21,Otoño,non-binary,Sports Direct,Southwest,Texas,Dallas,Outlet,Indumentaria,70.0,775,54250.0,29837.5,0.55
FC-000000429,2021-10-22,Otoño,female,Foot Locker,Southwest,Texas,Dallas,Outlet,Calzado Urbano,45.0,425,19125.0,10518.75,0.55
FC-000000430,2021-10-23,Otoño,female,Foot Locker,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,45.0,225,10125.0,3543.75,0.35
FC-000000431,2021-10-24,Otoño,male,Foot Locker,Southwest,Texas,Dallas,Outlet,Calzado Urbano,35.0,225,7875.0,3150.0,0.4
FC-000000432,2021-10-25,Otoño,non-binary,Foot Locker,Southwest,Texas,Dallas,Outlet,Calzado Deportivo,40.0,75,3000.0,1200.0,0.4
FC-000000433,2021-10-26,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,54.99999999999999,125,6874.999999999998,2406.249999999999,0.35
FC-000000434,2021-10-27,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,45.0,225,10125.0,3037.5,0.3
FC-000000435,2021-10-28,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,45.0,475,21375.0,11756.25,0.55
FC-000000436,2021-10-29,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,45.0,125,5625.0,1968.75,0.35
FC-000000437,2021-10-30,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,35.0,175,6125.0,2450.0,0.4
FC-000000438,2021-10-31,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,40.0,50,2000.0,799.9999999999999,0.4
FC-000000439,2021-11-01,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,54.99999999999999,125,6874.999999999998,2406.249999999999,0.35
FC-000000440,2021-11-02,Otoño,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,45.0,225,10125.0,3037.5,0.3
FC-000000441,2021-11-03,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,50.0,445,22250.0,12237.5,0.55
FC-000000442,2021-11-04,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,50.0,150,7500.0,2625.0,0.35
FC-000000443,2021-11-05,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,40.0,175,7000.0,2800.0,0.4
FC-000000444,2021-11-06,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,45.0,25,1125.0,450.0,0.4
FC-000000445,2021-11-07,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,60.0,75,4500.0,1350.0,0.3
FC-000000446,2021-11-08,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,50.0,175,8750.0,2187.5,0.25
FC-000000447,2021-11-09,Otoño,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,50.0,450,22500.0,11250.0,0.5
FC-000000448,2021-11-10,Otoño,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,50.0,150,7500.0,2250.0,0.3
FC-000000449,2021-11-11,Otoño,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,40.0,150,6000.0,2100.0,0.35
FC-000000450,2021-11-12,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,45.0,75,3375.0,1181.25,0.35
FC-000000451,2021-11-13,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,60.0,75,4500.0,1350.0,0.3
FC-000000452,2021-11-14,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,50.0,200,10000.0,2500.0,0.25
FC-000000453,2021-11-15,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,60.0,470,28200.0,14100.0,0.5
FC-000000454,2021-11-16,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,60.00000000000001,175,10500.0,3150.0,0.3
FC-000000455,2021-11-17,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,55.00000000000001,150,8250.000000000002,2887.5,0.35
FC-000000456,2021-11-18,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,55.00000000000001,100,5500.000000000001,1925.0,0.35
FC-000000457,2021-11-19,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,65.0,125,8125.0,2437.5,0.3
FC-000000458,2021-11-20,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,70.0,250,17500.0,5250.0,0.3
FC-000000459,2021-11-21,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,65.0,500,32500.0,17875.0,0.55
FC-000000460,2021-11-22,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,60.00000000000001,250,15000.0,5250.000000000001,0.35
FC-000000461,2021-11-23,Otoño,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,55.00000000000001,175,9625.000000000002,3850.0,0.4
FC-000000462,2021-11-24,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,55.00000000000001,150,8250.000000000002,3300.0,0.4
FC-000000463,2021-11-25,Otoño,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,65.0,150,9750.0,3412.5,0.35
FC-000000464,2021-11-26,Otoño,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,70.0,300,21000.0,6300.0,0.3
FC-000000465,2021-11-27,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,65.0,500,32500.0,17875.0,0.55
FC-000000466,2021-11-28,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,60.00000000000001,300,18000.0,6300.000000000001,0.35
FC-000000467,2021-11-29,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,55.00000000000001,225,12375.0,4950.0,0.4
FC-000000468,2021-11-30,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,55.00000000000001,175,9625.000000000002,3850.0,0.4
FC-000000469,2021-12-01,Otoño,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,65.0,200,13000.0,4550.0,0.35
FC-000000470,2021-12-02,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,70.0,375,26250.0,7875.0,0.3
FC-000000471,2021-12-03,Otoño,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,65.0,525,34125.0,18768.75,0.55
FC-000000472,2021-12-04,Otoño,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,60.00000000000001,300,18000.0,6300.000000000001,0.35
FC-000000473,2021-12-05,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,55.00000000000001,225,12375.0,4950.0,0.4
FC-000000474,2021-12-06,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,55.00000000000001,200,11000.0,4400.0,0.4
FC-000000475,2021-12-07,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,65.0,175,11375.0,3981.25,0.35
FC-000000476,2021-12-08,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,70.0,350,24500.0,7350.0,0.3
FC-000000477,2021-12-09,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,65.0,475,30875.0,15437.5,0.5
FC-000000478,2021-12-10,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,50.0,275,13750.0,4125.0,0.3
FC-000000479,2021-12-11,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,45.0,200,9000.0,3150.0,0.35
FC-000000480,2021-12-12,Otoño,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,45.0,175,7875.0,2756.25,0.35
FC-000000481,2021-12-13,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,54.99999999999999,125,6874.999999999998,2062.5,0.3
FC-000000482,2021-12-14,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,60.0,225,13500.0,3375.0,0.25
FC-000000483,2021-12-15,Otoño,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,60.0,400,24000.0,12000.0,0.5
FC-000000484,2021-12-16,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,50.0,225,11250.0,3375.0,0.3
FC-000000485,2021-12-17,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,50.0,125,6250.0,2187.5,0.35
FC-000000486,2021-12-18,Otoño,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,50.0,100,5000.0,1750.0,0.35
FC-000000487,2021-12-19,Otoño,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,60.0,100,6000.0,1800.0,0.3
FC-000000488,2021-12-20,Otoño,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,64.99999999999999,225,14625.0,3656.249999999999,0.25
FC-000000489,2021-12-21,Invierno,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,70.0,375,26250.0,14437.5,0.55
FC-000000490,2021-12-22,Invierno,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,60.00000000000001,200,12000.0,4200.0,0.35
FC-000000491,2021-12-23,Invierno,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,60.00000000000001,195,11700.0,4680.0,0.4
FC-000000492,2021-12-24,Invierno,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,60.00000000000001,175,10500.0,4200.0,0.4
FC-000000493,2021-12-25,Invierno,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,70.0,150,10500.0,3675.0,0.35
FC-000000494,2021-12-26,Invierno,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,75.0,250,18750.0,5625.0,0.3
FC-000000495,2021-12-27,Invierno,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,70.0,475,33250.0,18287.5,0.55
FC-000000496,2021-12-28,Invierno,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,60.00000000000001,275,16500.0,5775.000000000001,0.35
FC-000000497,2021-12-29,Invierno,male,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,60.00000000000001,225,13500.0,5400.000000000001,0.4
FC-000000498,2021-12-30,Invierno,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,60.00000000000001,175,10500.0,4200.0,0.4
FC-000000499,2021-12-31,Invierno,non-binary,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,70.0,175,12250.0,4287.5,0.35
FC-000000500,2020-01-01,Invierno,female,Foot Locker,Northeast,Pennsylvania,Philadelphia,Outlet,Indumentaria,75.0,275,20625.0,6187.5,0.3
FC-000000501,2020-01-02,Invierno,non-binary,West Gear,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,35.0,450,15750.0,6300.0,0.4
FC-000000502,2020-01-03,Invierno,male,West Gear,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,45.0,450,20250.0,5062.5,0.25
FC-000000503,2020-01-04,Invierno,non-binary,West Gear,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Urbano,45.0,450,20250.0,8100.0,0.4
FC-000000504,2020-01-05,Invierno,female,West Gear,Northeast,Pennsylvania,Philadelphia,Outlet,Calzado Deportivo,45.0,300,13500.0,4725.0,0.35
FC-000000505,2020-01-06,Invierno,male,West Gear,West,Nevada,Las Vegas,Outlet,Indumentaria,50.0,250,12500.0,6875.0,0.55
FC-000000506,2020-01-07,Invierno,non-binary,West Gear,West,Nevada,Las Vegas,Outlet,Indumentaria,45.0,475,21375.0,4275.0,0.2
FC-000000507,2020-01-08,Invierno,male,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Urbano,35.0,525,18375.0,7350.0,0.4
FC-000000508,2020-01-09,Invierno,female,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Deportivo,45.0,425,19125.0,4781.25,0.25
FC-000000509,2020-01-10,Invierno,female,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Urbano,45.0,425,19125.0,7650.0,0.4
FC-000000510,2020-01-11,Invierno,female,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Deportivo,45.0,275,12375.0,4331.25,0.35
FC-000000511,2020-01-12,Invierno,male,West Gear,West,Nevada,Las Vegas,Outlet,Indumentaria,50.0,200,10000.0,5500.000000000001,0.55
FC-000000512,2020-01-13,Invierno,female,West Gear,West,Nevada,Las Vegas,Outlet,Indumentaria,45.0,400,18000.0,3600.0,0.2
FC-000000513,2020-01-14,Invierno,non-binary,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Urbano,45.0,550,24750.0,9900.0,0.4
FC-000000514,2020-01-15,Invierno,non-binary,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Deportivo,54.99999999999999,400,22000.0,5499.999999999999,0.25
FC-000000515,2020-01-16,Invierno,non-binary,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Urbano,54.99999999999999,400,22000.0,8800.0,0.4
FC-000000516,2020-01-17,Invierno,male,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Deportivo,54.99999999999999,300,16500.0,5774.999999999999,0.35
FC-000000517,2020-01-18,Invierno,non-binary,West Gear,West,Nevada,Las Vegas,Outlet,Indumentaria,60.0,175,10500.0,5775.000000000001,0.55
FC-000000518,2020-01-19,Invierno,non-binary,West Gear,West,Nevada,Las Vegas,Outlet,Indumentaria,54.99999999999999,375,20625.0,4125.0,0.2
FC-000000519,2020-01-20,Invierno,male,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Urbano,60.0,550,33000.0,13200.0,0.4
FC-000000520,2020-01-21,Invierno,female,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Deportivo,65.0,350,22750.0,5687.5,0.25
FC-000000521,2020-01-22,Invierno,non-binary,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Urbano,65.0,400,26000.0,10400.0,0.4
FC-000000522,2020-01-23,Invierno,male,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Deportivo,60.0,300,18000.0,6299.999999999999,0.35
FC-000000523,2020-01-24,Invierno,non-binary,West Gear,West,Nevada,Las Vegas,Outlet,Indumentaria,65.0,200,13000.0,7150.0,0.55
FC-000000524,2020-01-25,Invierno,non-binary,West Gear,West,Nevada,Las Vegas,Outlet,Indumentaria,80.0,350,28000.0,5600.0,0.2
FC-000000525,2020-01-26,Invierno,male,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Urbano,60.0,550,33000.0,14850.0,0.45
FC-000000526,2020-01-27,Invierno,female,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Deportivo,65.0,400,26000.0,7800.0,0.3
FC-000000527,2020-01-28,Invierno,male,West Gear,West,Nevada,Las Vegas,Outlet,Calzado Urbano,65.0,400,26000.0,11700.0,0.45
